"iso_3","iso_2","country","year","5000_consumption_pct_total","5111_vat_pct_total","5112_sales_pct_total","5121_excise_pct_total","5000_consumption_pct_gdp","5111_vat_pct_gdp","5112_sales_pct_gdp","5121_excise_pct_gdp"
"TUR","TR","Turkey",2016,43.628,19.821,0,18.242,10.963,4.981,0,4.584
"TUR","TR","Turkey",2017,43.477,20.129,0,17.887,10.73,4.968,0,4.415
"TUR","TR","Turkey",2018,40.487,19.814,0,14.854,9.711,4.753,0,3.563
"TUR","TR","Turkey",2019,38.976,18.085,0,14.756,8.995,4.174,0,3.406
"USA","US","United States",1975,19.547,0,7.039,7.591,4.819,0,1.735,1.871
"USA","US","United States",1976,19.851,0,7.154,7.49,4.769,0,1.718,1.799
"USA","US","United States",1977,18.218,0,6.904,6.732,4.603,0,1.744,1.701
"USA","US","United States",1978,18.063,0,7.05,6.398,4.519,0,1.764,1.601
"USA","US","United States",1979,17.432,0,7.027,5.94,4.396,0,1.772,1.498
"USA","US","United States",1980,17.634,0,7.025,6.223,4.509,0,1.796,1.591
"USA","US","United States",1981,18.651,0,6.68,7.705,4.844,0,1.735,2.001
"USA","US","United States",1982,18.496,0,6.954,7.14,4.819,0,1.812,1.86
"USA","US","United States",1983,19.152,0,7.436,7.095,4.599,0,1.786,1.704
"USA","US","United States",1984,19.292,0,7.726,6.806,4.651,0,1.863,1.641
"USA","US","United States",1985,18.815,0,7.878,6.239,4.639,0,1.943,1.538
"USA","US","United States",1986,18.54,0,8.042,5.731,4.566,0,1.981,1.412
"USA","US","United States",1987,17.604,0,7.758,5.262,4.522,0,1.993,1.352
"USA","US","United States",1988,17.815,0,7.883,5.352,4.539,0,2.008,1.363
"USA","US","United States",1989,17.065,0,7.777,4.916,4.379,0,1.996,1.262
"USA","US","United States",1990,17.476,0,8.089,4.184,4.55,0,2.106,1.089
"USA","US","United States",1991,18.185,0,8.041,4.793,4.702,0,2.079,1.239
"USA","US","United States",1992,18.341,0,8.103,4.76,4.722,0,2.086,1.226
"USA","US","United States",1993,18.239,0,8.075,4.653,4.733,0,2.095,1.207
"USA","US","United States",1994,18.54,0,8.112,4.867,4.873,0,2.132,1.279
"USA","US","United States",1995,18,0,8.108,4.619,4.779,0,2.153,1.226
"USA","US","United States",1996,17.282,0,7.988,4.513,4.674,0,2.16,1.22
"USA","US","United States",1997,16.879,0,7.814,4.218,4.639,0,2.148,1.159
"USA","US","United States",1998,16.543,0,7.719,4.068,4.61,0,2.151,1.134
"USA","US","United States",1999,16.364,0,7.753,3.928,4.571,0,2.166,1.097
"USA","US","United States",2000,15.997,0,7.632,3.744,4.526,0,2.159,1.059
"USA","US","United States",2001,16.27,0,7.734,3.887,4.435,0,2.108,1.06
"USA","US","United States",2002,17.523,0,8.141,4.269,4.38,0,2.035,1.067
"USA","US","United States",2003,17.878,0,8.316,4.31,4.377,0,2.036,1.055
"USA","US","United States",2004,17.932,0,8.33,4.12,4.442,0,2.063,1.02
"USA","US","United States",2005,17.218,0,8.016,3.883,4.494,0,2.092,1.013
"USA","US","United States",2006,16.722,0,7.946,3.712,4.478,0,2.128,0.994
"USA","US","United States",2007,16.355,0,7.791,3.551,4.378,0,2.086,0.951
"USA","US","United States",2008,16.863,0,7.951,3.53,4.341,0,2.047,0.909
"USA","US","United States",2009,18.067,0,8.429,4.302,4.148,0,1.935,0.987
"USA","US","United States",2010,18.064,0,8.391,4.168,4.238,0,1.969,0.978
"USA","US","United States",2011,18.23,0,8.398,3.972,4.348,0,2.003,0.947
"USA","US","United States",2012,18.084,0,8.344,3.991,4.34,0,2.003,0.958
"USA","US","United States",2013,17.253,0,8.012,3.597,4.411,0,2.049,0.92
"USA","US","United States",2014,17.039,0,7.962,3.434,4.416,0,2.064,0.89
"USA","US","United States",2015,16.634,0,7.864,3.288,4.354,0,2.059,0.861
"USA","US","United States",2016,16.658,0,7.91,3.285,4.299,0,2.041,0.848
"USA","US","United States",2017,15.791,0,7.553,3.104,4.223,0,2.02,0.83
"USA","US","United States",2018,17.627,0,8.186,3.267,4.303,0,1.998,0.798
"USA","US","United States",2019,17.558,0,8.23,3.132,4.296,0,2.013,0.766
