"iso_3","iso_2","country","year","5000_consumption_pct_total","5111_vat_pct_total","5112_sales_pct_total","5121_excise_pct_total","5000_consumption_pct_gdp","5111_vat_pct_gdp","5112_sales_pct_gdp","5121_excise_pct_gdp"
"NLD","NL","Netherlands",2009,31.297,18.362,0,8.183,10.935,6.415,0,2.859
"NLD","NL","Netherlands",2010,31.532,18.715,0,8.07,11.243,6.673,0,2.877
"NLD","NL","Netherlands",2011,30.898,18.052,0,7.898,10.951,6.398,0,2.799
"NLD","NL","Netherlands",2012,30.551,17.945,0,7.464,10.872,6.386,0,2.656
"NLD","NL","Netherlands",2013,30.536,17.789,0,7.258,11.026,6.423,0,2.621
"NLD","NL","Netherlands",2014,30.412,17.166,0,7.184,11.267,6.36,0,2.661
"NLD","NL","Netherlands",2015,30.503,17.576,0,7.057,11.288,6.504,0,2.612
"NLD","NL","Netherlands",2016,30.387,17.589,0,6.974,11.67,6.755,0,2.679
"NLD","NL","Netherlands",2017,29.983,17.444,0,6.893,11.604,6.751,0,2.668
"NLD","NL","Netherlands",2018,30.147,17.553,0,6.991,11.697,6.81,0,2.713
"NLD","NL","Netherlands",2019,30.684,18.24,0,6.915,12.069,7.174,0,2.72
"NOR","NO","Norway",1975,37.628,20.487,0,10.288,14.61,7.955,0,3.995
"NOR","NO","Norway",1976,38.154,20.19,0,11.584,15.347,8.121,0,4.659
"NOR","NO","Norway",1977,38.819,20.436,0,11.73,15.899,8.37,0,4.804
"NOR","NO","Norway",1978,37.933,21.655,0,9.972,15.339,8.756,0,4.032
"NOR","NO","Norway",1979,36.583,20.218,0,10.841,14.745,8.149,0,4.37
"NOR","NO","Norway",1980,35.322,18.24,0,11.172,14.815,7.651,0,4.686
"NOR","NO","Norway",1981,34.551,17.656,0,11.58,14.982,7.656,0,5.021
"NOR","NO","Norway",1982,34.578,18.067,0,11.497,14.714,7.688,0,4.892
"NOR","NO","Norway",1983,36.033,18.252,0,12.768,14.875,7.535,0,5.271
"NOR","NO","Norway",1984,35.966,17.713,0,13.439,14.576,7.178,0,5.447
"NOR","NO","Norway",1985,37.514,18.215,0,14.501,15.706,7.626,0,6.071
"NOR","NO","Norway",1986,38.707,19.725,0,13.557,16.892,8.608,0,5.916
"NOR","NO","Norway",1987,40.133,21.004,0,13.264,16.812,8.799,0,5.557
"NOR","NO","Norway",1988,37.471,20.601,0,11.18,15.526,8.536,0,4.632
"NOR","NO","Norway",1989,36.389,19.288,0,11.996,14.461,7.666,0,4.767
"NOR","NO","Norway",1990,35.539,18.772,0,12.409,14.304,7.556,0,4.995
"NOR","NO","Norway",1991,35.043,17.856,0,12.648,14.146,7.208,0,5.106
"NOR","NO","Norway",1992,37.39,18.904,0,13.172,14.781,7.473,0,5.207
"NOR","NO","Norway",1993,38.383,20.29,0,12.649,14.838,7.844,0,4.89
"NOR","NO","Norway",1994,38.399,20.681,0,12.776,15.341,8.263,0,5.104
"NOR","NO","Norway",1995,37.541,21.566,0,10.993,14.779,8.49,0,4.328
"NOR","NO","Norway",1996,36.817,21.312,0,10.742,14.466,8.374,0,4.221
"NOR","NO","Norway",1997,36.064,21.02,0,10.598,14.459,8.428,0,4.249
"NOR","NO","Norway",1998,36.804,21.446,0,10.366,15.167,8.838,0,4.272
"NOR","NO","Norway",1999,36.061,22.028,0,9.674,14.978,9.149,0,4.018
"NOR","NO","Norway",2000,31.403,19.772,0,8.738,13.084,8.238,0,3.64
"NOR","NO","Norway",2001,30.8,19.643,0,8.297,12.899,8.226,0,3.475
"NOR","NO","Norway",2002,30.828,19.673,0,8.366,13.016,8.306,0,3.532
"NOR","NO","Norway",2003,30.457,19.364,0,8.413,12.66,8.049,0,3.497
"NOR","NO","Norway",2004,29.182,18.639,0,8.068,12.349,7.887,0,3.414
"NOR","NO","Norway",2005,27.724,18.086,0,7.413,11.796,7.695,0,3.154
"NOR","NO","Norway",2006,27.402,18.178,0,7.119,11.703,7.764,0,3.04
"NOR","NO","Norway",2007,28.537,19.114,0.073,7.196,11.988,8.029,0.031,3.023
"NOR","NO","Norway",2008,26.011,17.18,0.046,6.639,10.734,7.09,0.019,2.74
"NOR","NO","Norway",2009,27.975,18.652,0,7.188,11.5,7.668,0,2.955
"NOR","NO","Norway",2010,27.65,18.571,0.057,7.046,11.559,7.763,0.024,2.945
"NOR","NO","Norway",2011,26.496,18.026,0,6.574,11.107,7.557,0,2.756
"NOR","NO","Norway",2012,26.32,18.204,0.052,6.298,10.899,7.538,0.021,2.608
"NOR","NO","Norway",2013,27.594,19.212,0,6.42,10.987,7.65,0,2.556
"NOR","NO","Norway",2014,28.782,20.033,0.08,6.57,11.152,7.762,0.031,2.546
"NOR","NO","Norway",2015,30.186,21.348,0,6.596,11.598,8.202,0,2.534
"NOR","NO","Norway",2016,31.352,22.351,0.072,6.597,12.189,8.69,0.028,2.565
"NOR","NO","Norway",2017,30.878,22.185,0.08,6.358,11.974,8.603,0.031,2.466
"NOR","NO","Norway",2018,29.471,21.25,0.073,6.012,11.662,8.409,0.029,2.379
"NOR","NO","Norway",2019,29.519,21.662,0.076,5.635,11.787,8.649,0.03,2.25
"NZL","NZ","New Zealand",1975,24.224,0,9.023,9.368,7.266,0,2.706,2.81
"NZL","NZ","New Zealand",1976,22.967,0,8.504,8.868,6.829,0,2.529,2.637
"NZL","NZ","New Zealand",1977,21.938,0,7.466,9.041,6.968,0,2.371,2.872
"NZL","NZ","New Zealand",1978,23.681,0,8.334,10.015,7.175,0,2.525,3.034
"NZL","NZ","New Zealand",1979,23.093,0,9.635,8.193,7.28,0,3.038,2.583
"NZL","NZ","New Zealand",1980,22.299,0,10.213,7.22,7.059,0,3.233,2.286
"NZL","NZ","New Zealand",1981,23.184,0,11.461,6.48,7.554,0,3.735,2.111
"NZL","NZ","New Zealand",1982,23.534,0,11.172,7.221,7.656,0,3.635,2.349
"NZL","NZ","New Zealand",1983,25.627,0,11.717,7.969,7.745,0,3.541,2.408
"NZL","NZ","New Zealand",1984,26.956,0,12.305,7.967,8.16,0,3.725,2.411
"NZL","NZ","New Zealand",1985,23.142,0,10.362,7.422,7.222,0,3.234,2.316
"NZL","NZ","New Zealand",1986,25.648,6.626,5.483,8.887,8.207,2.12,1.754,2.844
"NZL","NZ","New Zealand",1987,32.652,16.708,0.002,12.463,11.451,5.86,0.001,4.371
"NZL","NZ","New Zealand",1988,31.59,17.908,-0.003,10.105,10.837,6.143,-0.001,3.466
"NZL","NZ","New Zealand",1989,32.637,20.531,0,7.637,12.021,7.562,0,2.813
"NZL","NZ","New Zealand",1990,33.562,22.435,0,7.023,12.141,8.116,0,2.541
"NZL","NZ","New Zealand",1991,35.36,23.711,0,7.302,12.143,8.143,0,2.508
"NZL","NZ","New Zealand",1992,35.58,23.854,0,7.227,12.369,8.293,0,2.513
"NZL","NZ","New Zealand",1993,35.849,24.698,0,6.537,12.502,8.613,0,2.28
"NZL","NZ","New Zealand",1994,33.707,22.757,0,6.105,11.939,8.061,0,2.162
"NZL","NZ","New Zealand",1995,33.373,22.755,0,5.77,11.871,8.094,0,2.052
"NZL","NZ","New Zealand",1996,35.006,24.277,0,5.583,11.816,8.195,0,1.885
"NZL","NZ","New Zealand",1997,34.82,24.454,0,5.675,11.815,8.298,0,1.926
"NZL","NZ","New Zealand",1998,36.311,26.126,0,5.925,11.72,8.433,0,1.913
"NZL","NZ","New Zealand",1999,36.164,25.866,0,5.836,11.685,8.358,0,1.886
"NZL","NZ","New Zealand",2000,34.684,24.859,0,5.402,11.285,8.088,0,1.758
"NZL","NZ","New Zealand",2001,35.639,25.635,0,5.488,11.383,8.188,0,1.753
"NZL","NZ","New Zealand",2002,35.123,25.275,0,5.331,11.679,8.404,0,1.773
"NZL","NZ","New Zealand",2003,35.264,26.102,0,4.791,11.694,8.656,0,1.589
"NZL","NZ","New Zealand",2004,33.838,25.042,0,4.212,11.574,8.565,0,1.441
"NZL","NZ","New Zealand",2005,32.1,23.81,0,3.883,11.577,8.587,0,1.4
"NZL","NZ","New Zealand",2006,32.662,24.394,0,2.74,11.521,8.605,0,0.967
"NZL","NZ","New Zealand",2007,31.68,23.492,0,2.54,10.732,7.958,0,0.861
"NZL","NZ","New Zealand",2008,33.745,25.377,0,2.627,11.1,8.347,0,0.864
"NZL","NZ","New Zealand",2009,36.602,27.642,0,2.842,11.069,8.36,0,0.859
"NZL","NZ","New Zealand",2010,39.628,30.722,0,2.86,11.994,9.298,0,0.866
"NZL","NZ","New Zealand",2011,40.312,31.42,0,2.806,12.112,9.44,0,0.843
"NZL","NZ","New Zealand",2012,38.795,30.342,0,2.696,12.273,9.598,0,0.853
"NZL","NZ","New Zealand",2013,39.043,30.564,0,2.568,11.902,9.317,0,0.783
"NZL","NZ","New Zealand",2014,39.155,30.422,0,2.676,12.243,9.512,0,0.837
"NZL","NZ","New Zealand",2015,38.931,30.168,0,2.798,12.307,9.537,0,0.884
"NZL","NZ","New Zealand",2016,38.351,29.855,0,2.577,12.087,9.409,0,0.812
"NZL","NZ","New Zealand",2017,38.443,30.173,0,2.39,12.15,9.536,0,0.755
"NZL","NZ","New Zealand",2018,37.905,29.568,0,2.626,12.465,9.723,0,0.864
"NZL","NZ","New Zealand",2019,38.851,30.377,0,2.507,12.554,9.816,0,0.81
"POL","PL","Poland",1991,25.706,0,0,0,8.747,0,0,0
"POL","PL","Poland",1992,28.546,0,0,0,10.327,0,0,0
"POL","PL","Poland",1993,33.006,7.504,0,4.565,12.944,2.943,0,1.79
"POL","PL","Poland",1994,35.255,16.362,0,9.81,12.846,5.962,0,3.575
"POL","PL","Poland",1995,35.514,16.643,0,9.74,13.004,6.094,0,3.566
"POL","PL","Poland",1996,36.089,18.562,0,10.007,13.213,6.796,0,3.664
"POL","PL","Poland",1997,35.272,20.171,0,9.69,12.738,7.284,0,3.499
"POL","PL","Poland",1998,34.138,19.97,0,9.977,12.06,7.055,0,3.525
"POL","PL","Poland",1999,35.584,21.145,0,10.909,12.462,7.405,0,3.82
"POL","PL","Poland",2000,35.311,20.978,0,11.043,11.63,6.909,0,3.637
"POL","PL","Poland",2001,35.075,20.583,0,11.268,11.538,6.771,0,3.707
"POL","PL","Poland",2002,36.892,21.703,0,11.949,12.187,7.169,0,3.947
"POL","PL","Poland",2003,37.603,21.908,0,12.597,12.217,7.118,0,4.093
"POL","PL","Poland",2004,38.081,22.242,0,13.248,12.155,7.099,0,4.229
"POL","PL","Poland",2005,38.318,23.214,0,13.014,12.63,7.651,0,4.289
"POL","PL","Poland",2006,38.337,23.974,0,12.291,12.885,8.058,0,4.131
"POL","PL","Poland",2007,38.079,23.797,0,12.009,13.184,8.239,0,4.158
"POL","PL","Poland",2008,38.619,23.218,0,12.926,13.176,7.922,0,4.41
"POL","PL","Poland",2009,37.452,23.256,0,11.904,11.685,7.256,0,3.714
"POL","PL","Poland",2010,40.335,24.207,0,13.682,12.649,7.591,0,4.291
"POL","PL","Poland",2011,40.057,24.618,0,13.057,12.737,7.828,0,4.152
"POL","PL","Poland",2012,37.193,22.265,0,12.662,11.919,7.135,0,4.058
"POL","PL","Poland",2013,36.694,22.081,0,12.557,11.695,7.038,0,4.002
"POL","PL","Poland",2014,36.965,22.353,0,12.233,11.791,7.13,0,3.902
"POL","PL","Poland",2015,36.663,21.548,0,12.095,11.893,6.99,0,3.923
"POL","PL","Poland",2016,37.085,21.64,0,12.165,12.39,7.23,0,4.064
"POL","PL","Poland",2017,37.399,22.782,0,11.631,12.762,7.774,0,3.969
"POL","PL","Poland",2018,37.185,23.099,0,11.018,13.074,8.121,0,3.874
"POL","PL","Poland",2019,24.083,22.641,0,0,8.522,8.012,0,0
"PRT","PT","Portugal",1975,42.647,0,11.156,13.018,8.042,0,2.104,2.455
"PRT","PT","Portugal",1976,45.339,0,11.857,14.442,9.283,0,2.428,2.957
"PRT","PT","Portugal",1977,46.196,0,13.549,13.638,9.649,0,2.83,2.849
"PRT","PT","Portugal",1978,44.519,0,14.506,13.112,8.98,0,2.926,2.645
"PRT","PT","Portugal",1979,43.871,0,14.645,13.793,8.716,0,2.91,2.74
"PRT","PT","Portugal",1980,46.544,0,16.155,16.381,10.187,0,3.536,3.585
"PRT","PT","Portugal",1981,44.528,0,16.126,14.57,10.309,0,3.733,3.373
"PRT","PT","Portugal",1982,44.964,0,14.788,15.404,10.675,0,3.511,3.657
"PRT","PT","Portugal",1983,45.417,0,14.071,16.882,11.401,0,3.532,4.238
"PRT","PT","Portugal",1984,45.397,0,13.268,16.908,11.165,0,3.263,4.158
"PRT","PT","Portugal",1985,43.702,0,12.582,16.062,10.543,0,3.035,3.875
"PRT","PT","Portugal",1986,50.991,16.793,3.25,19.893,12.981,4.275,0.827,5.064
"PRT","PT","Portugal",1987,49.879,20.875,0.155,17.331,11.966,5.008,0.037,4.158
"PRT","PT","Portugal",1988,48.616,20.191,0.156,15.174,12.46,5.175,0.04,3.889
"PRT","PT","Portugal",1989,45.571,19.998,0.068,14.13,11.979,5.257,0.018,3.714
"PRT","PT","Portugal",1990,44.216,19.553,0.046,13.844,11.711,5.179,0.012,3.667
"PRT","PT","Portugal",1991,42.349,18.896,0.027,14.015,11.659,5.202,0.007,3.858
"PRT","PT","Portugal",1992,43.16,20.532,0.015,14.376,12.712,6.048,0.004,4.234
"PRT","PT","Portugal",1993,42.803,19.698,0.013,15.092,11.997,5.521,0.004,4.23
"PRT","PT","Portugal",1994,44.725,22.751,0.013,14.823,12.883,6.553,0.004,4.27
"PRT","PT","Portugal",1995,43.914,23.303,0,14.726,12.858,6.823,0,4.312
"PRT","PT","Portugal",1996,43.598,23.669,0,14.537,13.061,7.091,0,4.355
"PRT","PT","Portugal",1997,42.572,23.411,0,13.76,12.741,7.006,0,4.118
"PRT","PT","Portugal",1998,43.337,23.891,0,14.203,13.081,7.211,0,4.287
"PRT","PT","Portugal",1999,42.578,23.771,0,13.527,13.186,7.361,0,4.189
"PRT","PT","Portugal",2000,40.798,24.402,0,11.285,12.673,7.58,0,3.505
"PRT","PT","Portugal",2001,41.252,23.938,0,11.955,12.719,7.381,0,3.686
"PRT","PT","Portugal",2002,41.933,23.937,0,12.223,13.11,7.484,0,3.821
"PRT","PT","Portugal",2003,43.579,24.181,0,12.15,13.666,7.583,0,3.81
"PRT","PT","Portugal",2004,43.033,25.183,0,12.459,12.985,7.599,0,3.76
"PRT","PT","Portugal",2005,44.145,26.599,0,11.9,13.609,8.2,0,3.668
"PRT","PT","Portugal",2006,44.163,26.424,0,11.851,13.836,8.278,0,3.713
"PRT","PT","Portugal",2007,41.932,25.674,0,10.641,13.341,8.168,0,3.385
"PRT","PT","Portugal",2008,40.95,25.414,0,9.9,12.977,8.053,0,3.137
"PRT","PT","Portugal",2009,38.979,22.809,0,10.129,11.662,6.824,0,3.031
"PRT","PT","Portugal",2010,40.545,24.726,0,10.356,12.349,7.531,0,3.154
"PRT","PT","Portugal",2011,40.108,25.047,0,9.423,12.972,8.101,0,3.048
"PRT","PT","Portugal",2012,41.001,26.151,0,8.923,13.038,8.316,0,2.837
"PRT","PT","Portugal",2013,37.624,23.631,0,8.058,12.803,8.041,0,2.742
"PRT","PT","Portugal",2014,38.267,24.813,0,8.157,13.084,8.484,0,2.789
"PRT","PT","Portugal",2015,38.761,24.865,0,8.432,13.331,8.551,0,2.9
"PRT","PT","Portugal",2016,39.645,24.822,0,9.146,13.504,8.455,0,3.115
"PRT","PT","Portugal",2017,40.074,25.142,0,9.162,13.674,8.579,0,3.126
"PRT","PT","Portugal",2018,39.832,25.113,0,8.758,13.87,8.744,0,3.05
"PRT","PT","Portugal",2019,40.05,25.449,0,8.362,13.956,8.868,0,2.914
"SVK","SK","Slovak Republic",1995,35.867,20.709,0,8.689,14.161,8.176,0,3.431
"SVK","SK","Slovak Republic",1996,35.089,19.25,0,8.346,13.536,7.426,0,3.22
"SVK","SK","Slovak Republic",1997,34.582,19.296,0,8.043,12.616,7.039,0,2.934
"SVK","SK","Slovak Republic",1998,34.568,20.283,0,7.974,12.478,7.322,0,2.878
"SVK","SK","Slovak Republic",1999,34.546,19.27,0,8.613,12.037,6.715,0,3.001
"SVK","SK","Slovak Republic",2000,36.289,20.356,0,9.118,12.205,6.846,0,3.067
"SVK","SK","Slovak Republic",2001,33.923,21.837,0,8.206,11.094,7.142,0,2.684
"SVK","SK","Slovak Republic",2002,34.402,21.068,0,8.855,11.294,6.916,0,2.907
"SVK","SK","Slovak Republic",2003,36.256,22.451,0,9.39,11.802,7.308,0,3.057
"SVK","SK","Slovak Republic",2004,38.526,24.087,0,10.298,12.147,7.595,0,3.247
"SVK","SK","Slovak Republic",2005,39.907,24.559,0,11.422,12.487,7.685,0,3.574
"SVK","SK","Slovak Republic",2006,38.678,24.822,0,9.612,11.345,7.281,0,2.82
"SVK","SK","Slovak Republic",2007,38.593,22.47,0,11.764,11.277,6.566,0,3.438
"SVK","SK","Slovak Republic",2008,36.747,23.181,0,9.075,10.681,6.738,0,2.638
"SVK","SK","Slovak Republic",2009,36.739,22.796,0,9.514,10.614,6.586,0,2.749
"SVK","SK","Slovak Republic",2010,37.201,21.828,0,10.863,10.467,6.142,0,3.057
"SVK","SK","Slovak Republic",2011,38.889,22.727,0,11.373,11.319,6.615,0,3.31
"SVK","SK","Slovak Republic",2012,37.164,20.467,0,11.126,10.694,5.889,0,3.202
"SVK","SK","Slovak Republic",2013,36.55,20.346,0,10.667,11.346,6.316,0,3.311
"SVK","SK","Slovak Republic",2014,36.234,20.64,0,10.145,11.559,6.585,0,3.237
"SVK","SK","Slovak Republic",2015,35.605,20.817,0,9.855,11.628,6.799,0,3.219
"SVK","SK","Slovak Republic",2016,35.132,20.116,0,9.869,11.689,6.693,0,3.284
"SVK","SK","Slovak Republic",2017,35.321,20.461,0,9.745,12.088,7.003,0,3.335
"SVK","SK","Slovak Republic",2018,35.045,20.548,0,9.483,12.028,7.052,0,3.255
"SVK","SK","Slovak Republic",2019,35.142,20.867,0,9.203,12.207,7.248,0,3.197
"SVN","SI","Slovenia",1995,37.707,0,1.2,0,14.786,0,0.471,0
"SVN","SI","Slovenia",1996,38.061,0,0.724,0,14.549,0,0.277,0
"SVN","SI","Slovenia",1997,36.549,0,0.622,0,13.563,0,0.231,0
"SVN","SI","Slovenia",1998,37.299,0,0.646,0,14.138,0,0.245,0
"SVN","SI","Slovenia",1999,38.283,12.236,0.297,4.575,14.658,4.685,0.114,1.752
"SVN","SI","Slovenia",2000,36.567,22.623,0.107,8.167,13.804,8.54,0.04,3.083
"SVN","SI","Slovenia",2001,35.308,21.64,0.098,9.037,13.347,8.18,0.037,3.416
"SVN","SI","Slovenia",2002,35.719,22.105,0.087,9.083,13.674,8.462,0.033,3.477
"SVN","SI","Slovenia",2003,35.765,21.89,0.078,8.944,13.744,8.412,0.03,3.437
"SVN","SI","Slovenia",2004,35.114,21.749,0.031,9.107,13.515,8.371,0.012,3.505
"SVN","SI","Slovenia",2005,34.465,21.633,0,8.786,13.501,8.474,0,3.442
"SVN","SI","Slovenia",2006,34.207,21.666,0,8.753,13.243,8.388,0,3.389
"SVN","SI","Slovenia",2007,34.757,21.839,0,8.955,13.231,8.314,0,3.409
"SVN","SI","Slovenia",2008,35.286,22.308,0,9.307,13.176,8.33,0,3.475
"SVN","SI","Slovenia",2009,36.118,21.258,0,11.155,13.414,7.895,0,4.143
"SVN","SI","Slovenia",2010,36.737,21.28,0,11.303,13.897,8.05,0,4.276
"SVN","SI","Slovenia",2011,37.065,21.627,0,11.176,13.851,8.082,0,4.176
"SVN","SI","Slovenia",2012,37.79,21.15,0,11.985,14.239,7.969,0,4.516
"SVN","SI","Slovenia",2013,39.691,22.452,0,11.63,14.782,8.362,0,4.331
"SVN","SI","Slovenia",2014,39.702,22.573,0,11.419,14.761,8.392,0,4.245
"SVN","SI","Slovenia",2015,39.36,22.229,0,11.216,14.685,8.294,0,4.185
"SVN","SI","Slovenia",2016,38.714,21.963,0,11.051,14.495,8.224,0,4.138
"SVN","SI","Slovenia",2017,38.099,21.825,0,10.697,14.148,8.104,0,3.972
"SVN","SI","Slovenia",2018,37.438,22.009,0,9.81,14.006,8.234,0,3.67
"SVN","SI","Slovenia",2019,36.276,21.525,0,9.244,13.658,8.104,0,3.48
"SWE","SE","Sweden",1975,24.349,11.977,0,8.813,9.337,4.593,0,3.38
"SWE","SE","Sweden",1976,23.878,12.412,0,8.334,10.056,5.227,0,3.51
"SWE","SE","Sweden",1977,23.629,12.647,0,7.769,10.421,5.577,0,3.426
"SWE","SE","Sweden",1978,23.406,13.198,0,7.349,10.405,5.867,0,3.267
"SWE","SE","Sweden",1979,23.704,13.351,0,7.432,10.264,5.781,0,3.218
"SWE","SE","Sweden",1980,24.009,13.365,0,7.693,10.355,5.764,0,3.318
"SWE","SE","Sweden",1981,23.981,13.581,0,7.6,10.642,6.027,0,3.373
"SWE","SE","Sweden",1982,24.351,13.236,0,8.078,10.573,5.747,0,3.508
"SWE","SE","Sweden",1983,24.774,13.59,0,8.323,10.919,5.99,0,3.668
"SWE","SE","Sweden",1984,25.234,13.483,0,8.837,11.026,5.891,0,3.861
"SWE","SE","Sweden",1985,26.603,13.962,0,9.381,11.744,6.164,0,4.141
"SWE","SE","Sweden",1986,25.018,13.431,0,8.377,11.599,6.227,0,3.884
"SWE","SE","Sweden",1987,24.514,13.427,0,8.065,11.972,6.558,0,3.939
"SWE","SE","Sweden",1988,24.446,13.383,0,8.057,11.769,6.443,0,3.879
"SWE","SE","Sweden",1989,24.185,13.646,0,7.742,11.766,6.639,0,3.767
"SWE","SE","Sweden",1990,24.861,14.808,0,7.289,12.176,7.252,0,3.57
"SWE","SE","Sweden",1991,26.263,16.282,0,7.038,12.366,7.667,0,3.314
"SWE","SE","Sweden",1992,25.769,15.487,0,7.501,11.514,6.92,0,3.352
"SWE","SE","Sweden",1993,27.031,16.767,0,7.76,11.905,7.384,0,3.418
"SWE","SE","Sweden",1994,25.626,15.837,0,7.786,11.354,7.016,0,3.449
"SWE","SE","Sweden",1995,27.988,19.279,0,7.182,12.681,8.735,0,3.254
"SWE","SE","Sweden",1996,26.082,17.2,0,7.31,12.247,8.076,0,3.432
"SWE","SE","Sweden",1997,25.527,17.086,0,6.632,12.213,8.174,0,3.173
"SWE","SE","Sweden",1998,25.175,17.177,0,6.708,12.054,8.224,0,3.212
"SWE","SE","Sweden",1999,24.748,17.05,0,6.452,11.974,8.249,0,3.122
"SWE","SE","Sweden",2000,24.883,16.814,0,5.987,12.136,8.201,0,2.92
"SWE","SE","Sweden",2001,25.841,17.623,0,6.287,12.072,8.233,0,2.937
"SWE","SE","Sweden",2002,26.965,18.435,0,6.649,12.142,8.301,0,2.994
"SWE","SE","Sweden",2003,26.813,18.339,0,6.585,12.176,8.328,0,2.99
"SWE","SE","Sweden",2004,26.317,18.103,0,6.258,12.018,8.267,0,2.858
"SWE","SE","Sweden",2005,26.309,18.14,0,6.044,12.285,8.47,0,2.822
"SWE","SE","Sweden",2006,26.326,18.34,0,5.785,12.131,8.451,0,2.666
"SWE","SE","Sweden",2007,26.85,18.873,0,5.668,12.108,8.511,0,2.556
"SWE","SE","Sweden",2008,27.993,19.751,0,5.731,12.357,8.719,0,2.53
"SWE","SE","Sweden",2009,29.192,20.431,0,6.098,12.806,8.962,0,2.675
"SWE","SE","Sweden",2010,29.667,20.966,0,5.945,12.774,9.027,0,2.56
"SWE","SE","Sweden",2011,29.391,21.058,0,5.708,12.384,8.873,0,2.405
"SWE","SE","Sweden",2012,29.169,20.787,0,5.69,12.345,8.798,0,2.408
"SWE","SE","Sweden",2013,28.738,20.699,0,5.402,12.27,8.837,0,2.306
"SWE","SE","Sweden",2014,28.6,20.886,0,5.14,12.122,8.852,0,2.179
"SWE","SE","Sweden",2015,28.355,20.751,0,5.016,12.15,8.892,0,2.149
"SWE","SE","Sweden",2016,28.31,20.702,0,4.882,12.544,9.173,0,2.163
"SWE","SE","Sweden",2017,28.015,20.742,0,4.779,12.413,9.19,0,2.117
"SWE","SE","Sweden",2018,28.149,21.016,0,4.815,12.363,9.23,0,2.115
"SWE","SE","Sweden",2019,28.251,21.341,0,4.848,12.123,9.157,0,2.08
"TUR","TR","Turkey",1975,41.294,NA,NA,17.588,4.791,NA,NA,2.04
"TUR","TR","Turkey",1976,41.48,NA,NA,17.313,4.913,NA,NA,2.051
"TUR","TR","Turkey",1977,35.648,NA,NA,13.589,4.412,NA,NA,1.682
"TUR","TR","Turkey",1978,32.859,NA,NA,12.081,3.969,NA,NA,1.459
"TUR","TR","Turkey",1979,33.155,NA,NA,13.009,3.788,NA,NA,1.487
"TUR","TR","Turkey",1980,25.613,NA,NA,11.989,3.336,NA,NA,1.562
"TUR","TR","Turkey",1981,24.876,NA,NA,11.898,3.433,NA,NA,1.642
"TUR","TR","Turkey",1982,26.776,NA,NA,12.47,3.578,NA,NA,1.667
"TUR","TR","Turkey",1983,29.042,NA,NA,12.397,3.623,NA,NA,1.546
"TUR","TR","Turkey",1984,27.936,NA,NA,11.91,2.907,NA,NA,1.239
"TUR","TR","Turkey",1985,36.023,22.34,0,3.781,4.038,2.504,0,0.424
"TUR","TR","Turkey",1986,31.208,22.099,0,0.798,3.972,2.813,0,0.102
"TUR","TR","Turkey",1987,31.977,22.81,0,0.704,4.367,3.115,0,0.096
"TUR","TR","Turkey",1988,31.714,22.101,0,0.663,4.098,2.856,0,0.086
"TUR","TR","Turkey",1989,28.203,18.5,0,0.628,3.824,2.508,0,0.085
"TUR","TR","Turkey",1990,27.919,18.343,0,0.87,4.059,2.667,0,0.127
"TUR","TR","Turkey",1991,29.252,20.147,0,0.855,4.457,3.07,0,0.13
"TUR","TR","Turkey",1992,29.776,19.608,0,1.112,4.848,3.193,0,0.181
"TUR","TR","Turkey",1993,31.806,20.915,0,1.426,5.234,3.442,0,0.235
"TUR","TR","Turkey",1994,37.119,24.272,0,0.921,5.993,3.919,0,0.149
"TUR","TR","Turkey",1995,37.572,24.324,0,0.958,6.154,3.984,0,0.157
"TUR","TR","Turkey",1996,38.295,23.792,0,1.153,7.066,4.39,0,0.213
"TUR","TR","Turkey",1997,37.136,23.428,0,1.706,7.512,4.739,0,0.345
"TUR","TR","Turkey",1998,36.062,21.921,0,1.24,7.429,4.516,0,0.256
"TUR","TR","Turkey",1999,35.86,20.005,0,11.481,8.085,4.51,0,2.589
"TUR","TR","Turkey",2000,41.976,24.179,0,11.719,9.855,5.677,0,2.751
"TUR","TR","Turkey",2001,40.104,23.015,0,11.164,10.171,5.837,0,2.831
"TUR","TR","Turkey",2002,46.909,26.158,0,16.04,11.177,6.233,0,3.822
"TUR","TR","Turkey",2003,49.43,24.899,0,19.162,12.347,6.22,0,4.786
"TUR","TR","Turkey",2004,47.727,22.819,0,19.638,11.019,5.268,0,4.534
"TUR","TR","Turkey",2005,49.299,21.825,0,21.172,11.408,5.05,0,4.899
"TUR","TR","Turkey",2006,48.703,22.226,0,19.855,11.383,5.195,0,4.64
"TUR","TR","Turkey",2007,47.656,21.317,0,19.261,10.901,4.876,0,4.406
"TUR","TR","Turkey",2008,45.464,20.316,0,18.168,10.439,4.665,0,4.172
"TUR","TR","Turkey",2009,45.651,20.023,0,18.588,10.645,4.669,0,4.334
"TUR","TR","Turkey",2010,47.678,21.722,0,19.899,11.754,5.355,0,4.906
"TUR","TR","Turkey",2011,45.229,21.775,0,17.773,11.627,5.598,0,4.569
"TUR","TR","Turkey",2012,45.025,20.832,0,18.312,11.148,5.158,0,4.534
"TUR","TR","Turkey",2013,46.056,21.958,0,18.631,11.586,5.524,0,4.687
"TUR","TR","Turkey",2014,44.102,20.402,0,18.126,10.786,4.99,0,4.433
"TUR","TR","Turkey",2015,44.308,20.635,0,18.053,11.058,5.15,0,4.506
